creator_id,content_vertical,region,tenure_days,live_sessions_28d,avg_session_min,avg_concurrent_viewers,total_watch_time_hrs_28d,new_followers_28d,follower_base,follower_growth_rate_28d,unique_gifters_28d,diamonds_28d,repeat_gifter_rate,comments_per_session,community_guideline_strikes_90d,est_monthly_revenue_usd,days_since_last_live,R_score,F_score,M_score,RFM_score,cluster,segment,high_potential,high_potential_proba
C101787,Education/Talk,Italy,333,9,20.67310735883189,169.64150731901123,526.1,10,182,0.0549,3,919.0,0.379,27.5,0,4.6,5,2,3,4,9,0,High-Reach Veterans,0,0.08435155667085935
C101788,Gaming,France,324,8,81.16717491303876,30.594837453140777,331.1,40,801,0.0499,11,1019.0,0.505,74.5,0,5.1,0,5,2,4,11,4,Star Creators,1,0.6687931978069814
C101789,Music & Dance,Spain,485,16,6.927749233557622,54.65754529638468,101.0,40,1107,0.0361,6,312.0,0.167,44.8,0,1.56,6,2,5,2,9,1,At Risk / Dormant,0,0.009165970373337435
C101790,Gaming,Spain,258,9,49.85021559785623,135.12032375652615,1010.4,27,293,0.0922,7,822.0,0.355,26.4,0,4.11,2,3,3,3,9,1,At Risk / Dormant,0,0.1927032009570951
C101791,Comedy & Lifestyle,Poland,509,8,27.284274324917305,71.75294168998953,261.0,6,208,0.0288,7,2057.0,0.428,14.6,0,10.28,12,1,2,5,8,1,At Risk / Dormant,0,0.00544913514706979
C101792,Music & Dance,Germany,125,8,38.67250065540755,50.426883315490855,260.0,26,50,0.52,3,598.0,0.156,83.1,0,2.99,3,3,2,3,8,2,Rising Talent,1,0.8926879642150543
C101793,Education/Talk,UK,680,12,48.464860323225494,87.62738118178478,849.4,70,2879,0.0243,12,251.0,0.489,60.8,0,1.26,0,5,5,1,11,3,Steady Core,0,0.00500754177619292
C101794,Gaming,France,716,9,51.98673686710057,129.24995349635577,1007.9,132,3213,0.0411,10,1174.0,0.515,81.1,0,5.87,1,4,3,4,11,4,Star Creators,0,0.047809007551550535
C101795,Gaming,Spain,504,7,29.747464455087766,120.31087068009347,417.5,72,1293,0.0557,16,1233.0,0.245,98.6,0,6.16,1,4,2,4,10,3,Steady Core,0,0.0985461529679755
C101796,Comedy & Lifestyle,Germany,492,12,16.827535885575674,297.7497075249275,1002.1,19,148,0.1284,6,299.0,0.575,8.6,0,1.5,1,4,5,1,10,0,High-Reach Veterans,0,0.04781586066680935
C101797,Gaming,Italy,51,10,53.1985375266115,33.40768837552874,296.2,7,50,0.14,5,323.0,0.285,45.9,0,1.62,5,2,4,2,8,1,At Risk / Dormant,0,0.26424478350839437
C101798,Gaming,Spain,320,7,51.942789474168194,64.86081992045723,393.1,82,716,0.1145,10,1154.0,0.456,54.6,0,5.77,1,4,2,4,10,4,Star Creators,1,0.6363992460321984
C101799,Gaming,Germany,185,14,36.87054884181261,22.32453554532174,192.1,55,190,0.2895,2,169.0,0.163,45.3,0,0.84,0,5,5,1,11,3,Steady Core,0,0.25446793434227727
C101800,Cooking & Food,UK,424,7,39.54770746926939,74.09214644493062,341.9,40,633,0.0632,11,686.0,0.312,17.3,0,3.43,3,3,2,3,8,3,Steady Core,0,0.08915226763485269
C101801,Comedy & Lifestyle,UK,562,10,32.55944145317201,202.72747323593072,1100.1,86,826,0.1041,9,1008.0,0.419,78.5,0,5.04,2,3,4,4,11,0,High-Reach Veterans,0,0.08477887129930854
C101802,Beauty & Fashion,Spain,84,6,22.594436524478176,21.99478371505795,49.7,39,54,0.7222,1,617.0,0.573,32.6,0,3.08,0,5,1,3,9,2,Rising Talent,1,0.8580883108044579
C101803,Beauty & Fashion,Spain,332,20,35.059432716816126,29.98682200095286,350.4,8,162,0.0494,4,677.0,0.076,50.0,0,3.38,1,4,5,3,12,4,Star Creators,0,0.051546518473440696
C101804,Beauty & Fashion,Poland,696,8,42.78549111637276,189.6282391621235,1081.8,20,887,0.0225,7,508.0,0.462,35.4,0,2.54,0,5,2,2,9,3,Steady Core,0,0.014179790142570621
C101805,Comedy & Lifestyle,France,363,12,45.584567149779474,96.21063760479812,877.1,28,674,0.0415,5,1245.0,0.321,34.0,0,6.22,5,2,5,4,11,4,Star Creators,0,0.12528616586566016
C101806,Education/Talk,Germany,422,13,46.9011842212651,37.527347102881414,381.4,98,2036,0.0481,3,957.0,0.234,68.5,0,4.78,12,1,5,4,10,1,At Risk / Dormant,0,0.09886577504323572
C101807,Beauty & Fashion,Spain,521,10,23.59131690066311,91.06832441503522,358.1,157,4473,0.0351,5,1336.0,0.232,9.2,1,6.68,2,3,4,4,11,4,Star Creators,0,0.01875689284140689
C101808,Beauty & Fashion,France,220,14,58.72821687137379,23.32254712483692,319.6,35,451,0.0776,3,731.0,0.322,31.4,0,3.66,3,3,5,3,11,4,Star Creators,0,0.06623732380485974
C101809,Gaming,Poland,80,4,35.837144603904754,37.03057820834556,88.5,8,50,0.16,2,428.0,0.464,50.4,0,2.14,7,1,1,2,4,1,At Risk / Dormant,0,0.36591360670569345
C101810,Education/Talk,France,569,12,36.53789175063625,76.62852246225428,560.0,23,368,0.0625,0,131.0,0.335,29.4,0,0.66,0,5,5,1,11,3,Steady Core,0,0.003940105684694462
C101811,Comedy & Lifestyle,Spain,585,15,17.503185565991778,193.27308034804366,845.7,41,423,0.0969,4,918.0,0.159,74.7,0,4.59,0,5,5,4,14,4,Star Creators,0,0.05157964770415318
C101812,Beauty & Fashion,UK,515,13,32.09217265554074,120.07668570093253,834.9,37,429,0.0862,4,2794.0,0.629,16.4,0,13.97,4,2,5,5,12,4,Star Creators,0,0.02913914726486931
C101813,Gaming,Germany,338,7,51.580279263327306,155.43469620356117,935.4,16,318,0.0503,7,1487.0,0.306,12.4,0,7.44,5,2,2,5,9,0,High-Reach Veterans,0,0.10119912199919406
C101814,Gaming,Germany,99,3,55.72519102846797,38.07115247916086,106.1,18,89,0.2022,2,447.0,0.094,38.2,0,2.24,3,3,1,2,6,3,Steady Core,0,0.10501223936016
C101815,Cooking & Food,UK,694,9,55.50765550491165,128.0756477706322,1066.4,9,222,0.0405,8,1818.0,0.37,39.8,0,9.09,11,1,3,5,9,1,At Risk / Dormant,0,0.01446673728499262
C101816,Beauty & Fashion,Spain,663,8,42.80352343738191,18.811673506256707,107.4,51,337,0.1513,3,332.0,0.359,5.8,0,1.66,1,4,2,2,8,3,Steady Core,0,0.018932095833169318
C101817,Comedy & Lifestyle,Germany,525,10,45.02675262754488,42.91673985110029,322.1,26,331,0.0785,3,1614.0,0.417,96.8,0,8.07,3,3,4,5,12,4,Star Creators,0,0.11122031964017659
C101818,Education/Talk,Spain,275,8,31.136130660013738,20.418076270122196,84.8,16,229,0.0699,3,804.0,0.339,77.5,0,4.02,12,1,2,3,6,1,At Risk / Dormant,0,0.33388665448779636
C101819,Music & Dance,Poland,382,6,32.59606203945637,154.44965523347156,503.4,57,851,0.067,10,1398.0,0.596,65.7,0,6.99,9,1,1,5,7,1,At Risk / Dormant,1,0.8012447233739222
C101820,Beauty & Fashion,Spain,10,5,49.55372772002234,107.65592949580292,444.6,26,50,0.52,2,252.0,0.238,27.3,0,1.26,0,5,1,1,7,2,Rising Talent,0,0.5990664664574348
C101821,Gaming,France,144,11,59.11926633130036,47.20194084134397,511.6,17,66,0.2576,3,552.0,0.724,12.8,0,2.76,1,4,4,3,11,4,Star Creators,0,0.3940417002998594
C101822,Education/Talk,UK,237,17,20.729290435995253,88.94715608781704,522.4,10,106,0.0943,3,1019.0,0.171,90.4,0,5.1,5,2,5,4,11,4,Star Creators,0,0.32291387182139103
C101823,Comedy & Lifestyle,Spain,606,14,52.72340405339755,147.34755426828096,1812.7,60,2416,0.0248,4,810.0,0.399,40.4,1,4.05,0,5,5,3,13,4,Star Creators,0,0.027200348383554975
C101824,Education/Talk,Poland,535,9,49.2313309080314,248.72011189148,1836.7,35,1170,0.0299,9,443.0,0.37,19.3,0,2.22,7,1,3,2,6,0,High-Reach Veterans,0,0.01021442883467206
C101825,Music & Dance,Italy,58,17,23.780726742223212,38.0955275010089,256.7,33,50,0.66,2,481.0,0.26,39.5,0,2.41,2,3,5,2,10,2,Rising Talent,0,0.7089672362648806
C101826,Gaming,UK,652,12,51.728222486205176,118.08597380464177,1221.7,81,1965,0.0412,12,418.0,0.391,60.0,0,2.09,0,5,5,2,12,4,Star Creators,0,0.013655530082175155
C101827,Cooking & Food,Germany,729,13,18.293962952384245,44.92264751893655,178.1,98,2005,0.0489,10,651.0,0.545,64.4,0,3.26,2,3,5,3,11,4,Star Creators,0,0.011988421079679446
C101828,Comedy & Lifestyle,France,331,11,5.0,25.27769280626907,23.2,3,50,0.06,3,92.0,0.316,33.7,0,0.46,2,3,4,1,8,3,Steady Core,0,0.05346674147101306
C101829,Beauty & Fashion,Germany,723,10,32.598463794619256,159.68378743401513,867.6,178,5760,0.0309,16,1662.0,0.65,70.3,0,8.31,1,4,4,5,13,4,Star Creators,0,0.03134013311695783
C101830,Cooking & Food,Poland,729,17,36.923859549883595,53.19928867015104,556.6,71,1049,0.0677,10,1831.0,0.385,18.0,0,9.15,2,3,5,5,13,4,Star Creators,0,0.007171082779254053
C101831,Education/Talk,Poland,283,11,36.601331719428636,38.190166390625116,256.3,4,62,0.0645,4,191.0,0.384,55.9,0,0.96,8,1,4,1,6,1,At Risk / Dormant,0,0.23242404443427878
C101832,Education/Talk,Germany,542,9,85.80726248360159,124.55815615424437,1603.2,40,798,0.0501,2,424.0,0.306,27.4,0,2.12,1,4,3,2,9,3,Steady Core,0,0.04476435976829647
C101833,Comedy & Lifestyle,UK,492,12,46.78518370430331,72.57444203488423,679.1,46,1539,0.0299,4,2318.0,0.316,67.0,0,11.59,12,1,5,5,11,4,Star Creators,0,0.02146294718555694
C101834,Comedy & Lifestyle,Germany,522,10,42.788196382902576,151.95917465188464,1083.7,118,599,0.197,6,595.0,0.343,41.3,0,2.98,4,2,4,3,9,1,At Risk / Dormant,0,0.04023318595128534
C101835,Education/Talk,Spain,158,17,45.588256504682505,86.87691455325758,1122.2,38,118,0.322,2,771.0,0.123,40.9,0,3.86,9,1,5,3,9,1,At Risk / Dormant,0,0.3470466813744
C101836,Gaming,Germany,489,10,34.056257920798245,106.11388032625375,602.3,59,1436,0.0411,9,358.0,0.216,61.5,0,1.79,0,5,4,2,11,3,Steady Core,0,0.019178635466949815
C101837,Beauty & Fashion,France,265,7,48.94218593140308,59.871177473364384,341.9,32,425,0.0753,8,785.0,0.124,44.0,0,3.92,2,3,2,3,8,3,Steady Core,0,0.10221356659841982
C101838,Cooking & Food,France,330,11,38.3942777330237,174.73993844945667,1230.0,31,443,0.07,5,703.0,0.349,57.5,0,3.52,3,3,4,3,10,0,High-Reach Veterans,1,0.5744150977596568
C101839,Beauty & Fashion,Italy,174,4,39.727575558387365,44.127498316747115,116.9,6,69,0.087,2,608.0,0.154,44.4,0,3.04,0,5,1,3,9,3,Steady Core,0,0.07233212001640629
C101840,Music & Dance,France,694,12,33.32965565409469,214.08776300436477,1427.1,71,1638,0.0433,6,1349.0,0.535,56.0,0,6.74,2,3,5,4,12,0,High-Reach Veterans,0,0.03386882341595069
C101841,Music & Dance,Germany,316,10,14.995558634242679,35.34427794879816,88.3,15,158,0.0949,11,318.0,0.279,17.3,0,1.59,7,1,4,2,7,1,At Risk / Dormant,0,0.08461451702898452
C101842,Music & Dance,France,485,13,35.722971262992836,103.12602099087529,798.2,26,795,0.0327,12,666.0,0.372,42.1,0,3.33,0,5,5,3,13,4,Star Creators,0,0.017468983875440984
C101843,Education/Talk,UK,62,10,43.16345862828823,73.38527884136157,527.9,30,75,0.4,1,221.0,0.413,12.8,0,1.1,4,2,4,1,7,2,Rising Talent,0,0.53054048789261
C101844,Cooking & Food,France,626,14,26.913032413634514,42.20406998819617,265.0,29,536,0.0541,6,917.0,0.643,18.8,0,4.58,17,1,5,4,10,4,Star Creators,0,0.016138665847396993
C101845,Beauty & Fashion,Spain,479,12,39.37590750601056,72.2758989074575,569.2,6,148,0.0405,12,954.0,0.323,29.6,0,4.77,2,3,5,4,12,4,Star Creators,0,0.003337236130533819
C101846,Gaming,UK,302,6,37.81748621658651,73.03804574387969,276.2,28,385,0.0727,10,1146.0,0.235,19.8,0,5.73,1,4,1,4,9,3,Steady Core,0,0.11342023342203056
C101847,Beauty & Fashion,Italy,467,11,41.45869226939785,39.27872095303324,298.5,5,62,0.0806,6,632.0,0.135,41.8,0,3.16,3,3,4,3,10,3,Steady Core,0,0.008212780190002761
C101848,Cooking & Food,Spain,330,6,19.330256206276772,35.55933311297142,68.7,38,328,0.1159,5,312.0,0.462,104.9,0,1.56,3,3,1,2,6,3,Steady Core,1,0.779878529939662
C101849,Education/Talk,Germany,147,4,41.68268519610385,21.957364241264212,61.0,41,193,0.2124,1,122.0,0.198,13.0,0,0.61,0,5,1,1,7,3,Steady Core,0,0.04857989972521274
C101850,Beauty & Fashion,Germany,673,13,25.385687804729045,11.590459691232443,63.8,51,430,0.1186,5,3493.0,0.394,22.2,0,17.46,0,5,5,5,15,4,Star Creators,0,0.012837215825290895
C101851,Comedy & Lifestyle,Germany,268,16,13.714619248246526,29.634304864252574,108.4,6,104,0.0577,4,903.0,0.36,24.6,0,4.51,4,2,5,4,11,4,Star Creators,0,0.05228711097698491
C101852,Comedy & Lifestyle,Spain,426,3,37.40109137776053,93.61161893820314,175.1,77,631,0.122,11,753.0,0.55,18.7,0,3.76,3,3,1,3,7,1,At Risk / Dormant,0,0.28091785378553163
C101853,Comedy & Lifestyle,Spain,247,14,66.7514781483613,39.17756492512478,610.2,79,388,0.2036,3,235.0,0.511,51.4,0,1.18,1,4,5,1,10,3,Steady Core,0,0.2292563655266399
C101854,Cooking & Food,Spain,361,11,12.46528618819475,59.50515090349131,136.0,30,511,0.0587,8,144.0,0.294,17.2,0,0.72,15,1,4,1,6,1,At Risk / Dormant,0,0.0438941576703058
C101855,Beauty & Fashion,UK,595,9,36.79088375591299,91.94498975650454,507.4,30,925,0.0324,6,756.0,0.606,40.8,0,3.78,4,2,3,3,8,1,At Risk / Dormant,0,0.04095445253317091
C101856,Comedy & Lifestyle,Poland,186,8,54.00820434130787,48.36228842890011,348.3,6,58,0.1034,3,452.0,0.358,33.7,0,2.26,1,4,2,2,8,3,Steady Core,0,0.10365253148959672
C101857,Music & Dance,UK,72,7,90.35059836031682,87.80064396455876,925.5,21,50,0.42,3,105.0,0.183,17.6,0,0.52,2,3,2,1,6,2,Rising Talent,0,0.4725690149406404
C101858,Comedy & Lifestyle,Germany,354,9,31.746906052794632,269.4378245300872,1283.1,85,1831,0.0464,5,1227.0,0.165,14.5,0,6.14,4,2,3,4,9,0,High-Reach Veterans,0,0.1373673184998391
C101859,Comedy & Lifestyle,Poland,177,11,29.347989570575603,25.626161417844145,137.9,6,50,0.12,5,331.0,0.556,28.2,0,1.66,4,2,4,2,8,1,At Risk / Dormant,0,0.1785665676628822
C101860,Comedy & Lifestyle,France,480,12,20.124559620047652,171.6904820590211,691.0,4,66,0.0606,10,3106.0,0.188,42.9,0,15.53,1,4,5,5,14,4,Star Creators,0,0.014009525885975345
C101861,Education/Talk,Germany,540,8,57.318519524962625,47.21246157149079,360.8,41,1263,0.0325,0,1019.0,0.248,74.2,0,5.1,4,2,2,4,8,1,At Risk / Dormant,0,0.043595841188188704
C101862,Beauty & Fashion,Italy,373,9,21.98878506141387,87.31799950271277,288.0,9,76,0.1184,7,90.0,0.099,58.3,0,0.45,1,4,3,1,8,3,Steady Core,0,0.25332030054957466
C101863,Music & Dance,UK,113,8,38.273369580380674,17.959419111153235,91.6,22,149,0.1477,4,90.0,0.542,48.0,0,0.45,2,3,2,1,6,3,Steady Core,0,0.34695725997791277
C101864,Cooking & Food,Spain,445,17,6.902635247459613,86.20389055466495,168.6,53,959,0.0553,7,308.0,0.283,37.8,0,1.54,4,2,5,2,9,1,At Risk / Dormant,0,0.04802353652569013
C101865,Cooking & Food,UK,233,11,45.846598758168994,37.54526012992741,315.6,38,553,0.0687,7,994.0,0.183,33.3,0,4.97,3,3,4,4,11,4,Star Creators,0,0.07146028250315854
C101866,Gaming,Spain,450,12,62.848649054004476,63.335981606996114,796.1,67,614,0.1091,10,750.0,0.192,55.5,0,3.75,4,2,5,3,10,1,At Risk / Dormant,0,0.03707452133709999
C101867,Beauty & Fashion,Poland,448,14,47.68662595376548,83.50870778394395,929.2,127,3677,0.0345,1,1998.0,0.303,57.6,0,9.99,1,4,5,5,14,4,Star Creators,0,0.07203287023825901
C101868,Gaming,Italy,402,10,13.104144935633075,34.233777453273085,74.8,74,1477,0.0501,9,576.0,0.257,25.9,0,2.88,5,2,4,3,9,1,At Risk / Dormant,0,0.08467641031651224
C101869,Comedy & Lifestyle,Poland,587,13,50.723355453443034,40.47063825097636,444.8,100,2670,0.0375,11,832.0,0.19,38.3,0,4.16,0,5,5,3,13,4,Star Creators,0,0.0075423554668414775
C101870,Comedy & Lifestyle,Italy,90,11,11.396435863510982,35.704614451684854,74.6,6,50,0.12,1,180.0,0.206,12.4,0,0.9,0,5,4,1,10,3,Steady Core,0,0.06341185873220562
C101871,Beauty & Fashion,UK,621,8,35.870604530963604,171.11530261079753,818.4,57,2331,0.0245,4,1683.0,0.309,21.5,0,8.42,14,1,2,5,8,0,High-Reach Veterans,0,0.01386304296795359
C101872,Music & Dance,Spain,557,10,49.499012809684054,83.48039990558595,688.7,119,2318,0.0513,3,565.0,0.249,37.6,0,2.82,0,5,4,3,12,3,Steady Core,0,0.01536107677437582
C101873,Comedy & Lifestyle,Poland,19,13,45.60066051236757,152.4770573393265,1506.5,11,50,0.22,1,591.0,0.457,40.1,2,2.96,4,2,5,3,10,4,Star Creators,1,0.6169927129612313
C101874,Comedy & Lifestyle,Italy,699,7,49.472480187996325,480.97289501608003,2776.1,105,4060,0.0259,6,1300.0,0.505,8.7,0,6.5,9,1,2,4,7,0,High-Reach Veterans,0,0.06689955007554577
C101875,Music & Dance,Germany,499,6,45.34334473059419,95.4519235327978,432.8,160,2026,0.079,12,1430.0,0.536,37.7,0,7.15,7,1,1,5,7,1,At Risk / Dormant,0,0.048233840415993684
C101876,Education/Talk,Germany,274,8,6.119913039978884,181.51477660155228,148.1,14,98,0.1429,4,1232.0,0.37,5.8,0,6.16,9,1,2,4,7,0,High-Reach Veterans,0,0.1518948607269516
C101877,Music & Dance,Poland,531,9,55.93485967159088,49.16091428773659,412.5,11,320,0.0344,11,448.0,0.273,70.3,0,2.24,16,1,3,2,6,1,At Risk / Dormant,0,0.020841962696001283
C101878,Beauty & Fashion,Spain,126,9,36.464122116916215,45.556711307374606,249.2,30,60,0.5,4,279.0,0.284,11.4,0,1.4,1,4,3,1,8,2,Rising Talent,0,0.48477619539721617
C101879,Music & Dance,Poland,359,10,27.89891406826095,99.87162103063466,464.4,35,726,0.0482,6,691.0,0.275,55.9,0,3.46,1,4,4,3,11,4,Star Creators,0,0.38142536000754235
C101880,Education/Talk,UK,63,5,12.604942551245957,64.1868931999701,67.4,53,153,0.3464,1,65.0,0.47,56.9,0,0.32,0,5,1,1,7,3,Steady Core,1,0.8735940720557442
C101881,Comedy & Lifestyle,Italy,46,11,66.81538270719518,11.467472642378679,140.5,6,50,0.12,2,111.0,0.238,41.9,0,0.56,0,5,4,1,10,3,Steady Core,0,0.18077026578133573
C101882,Education/Talk,UK,342,12,58.81645888179627,78.63679765586234,925.0,84,632,0.1329,3,157.0,0.379,9.2,0,0.78,4,2,5,1,8,1,At Risk / Dormant,0,0.06712010141882073
C101883,Comedy & Lifestyle,Germany,646,9,52.427765276053584,244.00545747801823,1918.9,50,1796,0.0278,9,650.0,0.605,46.8,0,3.25,1,4,3,3,10,0,High-Reach Veterans,0,0.023555800053692854
C101884,Beauty & Fashion,Italy,179,8,24.855501331479452,5.439462008222779,18.0,14,142,0.0986,4,285.0,0.226,42.7,0,1.42,1,4,2,1,7,3,Steady Core,0,0.09969985238644305
C101885,Music & Dance,Poland,553,14,5.0,53.28338218843812,62.2,53,1094,0.0484,9,1590.0,0.644,23.3,1,7.95,4,2,5,5,12,4,Star Creators,0,0.018602055619948436
C101886,Gaming,UK,265,8,55.764225157834225,161.14470345697623,1198.1,23,193,0.1192,4,188.0,0.289,15.0,0,0.94,0,5,2,1,8,3,Steady Core,0,0.11472886725588964
C101887,Beauty & Fashion,France,523,9,40.500301607826124,48.45858471284504,294.4,48,578,0.083,8,241.0,0.351,65.2,0,1.2,0,5,3,1,9,3,Steady Core,0,0.029457295550553788
C101888,Comedy & Lifestyle,Spain,529,10,33.78707516850495,101.40557456855394,571.0,108,3066,0.0352,10,230.0,0.306,20.6,0,1.15,6,2,4,1,7,1,At Risk / Dormant,0,0.006895378066958752
C101889,Cooking & Food,Spain,123,11,49.27848987044474,56.122462245944256,507.0,84,483,0.1739,3,604.0,0.199,150.3,0,3.02,6,2,4,3,9,1,At Risk / Dormant,1,0.6642779781817578
C101890,Gaming,France,190,4,57.2639556113313,29.838934901454213,113.9,26,102,0.2549,8,543.0,0.284,28.8,0,2.72,1,4,1,2,7,3,Steady Core,0,0.27044784451227233
C101891,Music & Dance,Germany,122,8,48.93386202050157,20.399012587968777,133.1,31,212,0.1462,2,920.0,0.701,71.3,2,4.6,3,3,2,4,9,4,Star Creators,0,0.5872300786041242
C101892,Comedy & Lifestyle,Italy,168,13,40.854757708276715,46.61251990203593,412.6,51,526,0.097,6,152.0,0.283,32.9,0,0.76,1,4,5,1,10,3,Steady Core,0,0.121632763607341
C101893,Beauty & Fashion,Spain,585,13,35.76451576399522,176.80141074700194,1370.0,71,489,0.1452,6,1664.0,0.216,22.5,0,8.32,1,4,5,5,14,4,Star Creators,0,0.019659640576442844
C101894,Music & Dance,France,718,18,58.75882752027755,143.19985090885453,2524.3,35,1376,0.0254,18,7372.0,0.161,16.1,0,36.86,0,5,5,5,15,4,Star Creators,0,0.013978523122105483
C101895,Comedy & Lifestyle,Poland,549,9,25.45853302213345,34.64677271848288,132.3,61,1996,0.0306,6,2313.0,0.11,20.5,1,11.56,1,4,3,5,12,4,Star Creators,0,0.006049929516947275
C101896,Education/Talk,France,593,7,45.528721509453106,164.72814653595015,875.0,49,1975,0.0248,5,1930.0,0.427,37.3,0,9.65,0,5,2,5,12,4,Star Creators,0,0.04558379801953578
C101897,Beauty & Fashion,Germany,243,7,21.191135832956142,21.079982810128367,52.1,3,50,0.06,5,672.0,0.113,10.6,0,3.36,2,3,2,3,8,3,Steady Core,0,0.034289824763962244
C101898,Beauty & Fashion,Germany,72,10,55.04832757628351,51.877113643985695,476.0,0,50,0.0,2,110.0,0.247,38.4,0,0.55,2,3,4,1,8,3,Steady Core,0,0.12324076870761248
C101899,Comedy & Lifestyle,UK,76,8,49.4292178596728,40.17302098767952,264.8,24,121,0.1983,3,54.0,0.144,29.9,1,0.27,2,3,2,1,6,3,Steady Core,0,0.09322606101974643
C101900,Music & Dance,Spain,453,6,32.079548898040876,66.52793433032015,213.4,21,132,0.1591,24,1909.0,0.493,83.9,0,9.54,1,4,1,5,10,4,Star Creators,0,0.1358409320848839
C101901,Gaming,UK,422,7,43.4507248325355,68.93874076751729,349.5,85,1427,0.0596,2,1171.0,0.461,36.3,0,5.86,0,5,2,4,11,4,Star Creators,0,0.19246597767364962
C101902,Comedy & Lifestyle,France,538,7,25.522184944516294,84.10924747750666,250.4,27,563,0.048,9,1683.0,0.406,81.0,0,8.42,2,3,2,5,10,4,Star Creators,0,0.05823104731781727
C101903,Gaming,Italy,447,15,69.07403107861433,84.66448787883336,1462.0,28,560,0.05,9,597.0,0.264,17.3,1,2.98,8,1,5,3,9,1,At Risk / Dormant,0,0.07843924631837847
C101904,Comedy & Lifestyle,Italy,470,10,68.24461073212835,101.99404280378128,1160.1,76,1005,0.0756,9,1595.0,0.359,17.4,0,7.98,16,1,4,5,10,4,Star Creators,0,0.016661140924317586
C101905,Beauty & Fashion,Germany,402,6,45.44335523844272,132.64359492171076,602.8,32,823,0.0389,7,565.0,0.41,27.2,0,2.82,1,4,1,3,8,3,Steady Core,0,0.12812792525726338
C101906,Cooking & Food,Italy,717,9,55.43235608907772,289.4077253005466,2406.4,28,491,0.057,10,1449.0,0.377,47.9,0,7.24,14,1,3,5,9,0,High-Reach Veterans,0,0.04002316980291347
C101907,Music & Dance,Italy,557,9,48.46002100301376,107.02935540210387,778.0,74,1952,0.0379,15,3128.0,0.39,78.3,0,15.64,2,3,3,5,11,4,Star Creators,0,0.030015206276846704
C101908,Beauty & Fashion,Italy,663,13,46.45268850762196,164.43947143260672,1655.0,260,6569,0.0396,13,807.0,0.285,25.5,0,4.04,3,3,5,3,11,4,Star Creators,0,0.0071550204563979375
C101909,Gaming,France,563,13,64.0450413943756,108.29341440646988,1502.7,27,369,0.0732,12,1236.0,0.161,18.5,0,6.18,6,2,5,4,11,4,Star Creators,0,0.01470141509147504
C101910,Beauty & Fashion,Italy,401,9,34.91384606726125,53.26993314335667,279.0,75,589,0.1273,9,582.0,0.267,11.3,0,2.91,1,4,3,3,10,3,Steady Core,0,0.08587029948520938
C101911,Comedy & Lifestyle,Poland,332,7,41.476541538724206,88.22931711524377,426.9,59,1290,0.0457,6,951.0,0.462,25.7,0,4.76,0,5,2,4,11,4,Star Creators,0,0.18577707566189014
C101912,Cooking & Food,Italy,97,9,46.55460657036179,10.550646985322453,73.7,85,346,0.2457,3,482.0,0.161,17.8,0,2.41,1,4,3,2,9,3,Steady Core,0,0.07816181537222981
C101913,Music & Dance,Italy,76,10,58.10671032912187,22.778895131286244,220.6,47,159,0.2956,4,131.0,0.192,22.6,0,0.66,7,1,4,1,6,1,At Risk / Dormant,0,0.2864205553068003
C101914,Music & Dance,UK,172,11,30.768515956079472,21.328496873195014,120.3,26,247,0.1053,5,1467.0,0.25,24.1,0,7.34,10,1,4,5,10,1,At Risk / Dormant,0,0.0663709622384825
C101915,Comedy & Lifestyle,France,648,11,5.0,123.04573946392325,112.8,81,688,0.1177,13,234.0,0.445,35.9,0,1.17,0,5,4,1,10,3,Steady Core,0,0.031898011319296066
C101916,Cooking & Food,Germany,220,3,30.748725107992065,7.368591418181557,11.3,5,56,0.0893,4,1201.0,0.225,55.4,0,6.0,4,2,1,4,7,1,At Risk / Dormant,0,0.1724062877351189
C101917,Education/Talk,UK,607,11,5.0,29.346710437576107,26.9,147,1621,0.0907,6,1054.0,0.209,18.9,0,5.27,0,5,4,4,13,4,Star Creators,0,0.00549403395948805
C101918,Music & Dance,Spain,341,2,26.175161945941806,15.767693103802896,13.8,11,198,0.0556,8,553.0,0.558,47.5,0,2.76,8,1,1,3,5,1,At Risk / Dormant,0,0.28283864982739165
C101919,Music & Dance,France,375,7,28.451404334592507,87.1182446771898,289.2,56,351,0.1595,17,727.0,0.283,15.8,0,3.64,7,1,2,3,6,1,At Risk / Dormant,0,0.18683648573839115
C101920,Education/Talk,Poland,590,13,29.117401869487914,64.82008894273834,408.9,75,2584,0.029,9,1263.0,0.505,22.6,0,6.32,5,2,5,4,11,4,Star Creators,0,0.01666881096556231
C101921,Gaming,France,683,13,56.76788659494375,92.31870452045962,1135.5,95,3196,0.0297,12,1051.0,0.359,29.1,0,5.26,6,2,5,4,11,4,Star Creators,0,0.013138979463013626
C101922,Education/Talk,Spain,55,9,55.6217124220493,54.916070383235045,458.2,8,50,0.16,1,388.0,0.278,37.0,0,1.94,3,3,3,2,8,3,Steady Core,0,0.15493627654054964
C101923,Beauty & Fashion,Spain,58,13,42.63111079710811,35.47402740695911,327.7,19,50,0.38,3,955.0,0.335,45.6,0,4.78,0,5,5,4,14,4,Star Creators,1,0.8422174082675091
C101924,Comedy & Lifestyle,Spain,295,8,51.16074533706614,51.010318503713094,348.0,59,299,0.1973,5,1479.0,0.245,18.2,0,7.4,9,1,2,5,8,1,At Risk / Dormant,0,0.0665873422827548
